Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    n_updates            | 7960        |
|    policy_gradient_loss | -0.00973    |
|    std                  | 0.322       |
|    value_loss           | 5.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 926         |
|    ep_rew_mean          | 222         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 798         |
|    time_elapsed         | 3196        |
|    total_timesteps      | 1634304     |
| train/                  |             |
|    approx_kl            | 0.033115156 |
|    clip_fraction        | 0.334       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.357       |
|    learning_rate        | 0.0003      |
|    loss                 | 10          |
|    n_updates            | 7970        |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.321       |
|    value_loss           | 5.94        |
-----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 926      |
|    ep_rew_mean          | 222      |
| time/                   |          |
|    fps                  | 511      |
|    iterations           | 799      |
|    time_elapsed         | 3199     |
|    total_timesteps      | 1636352  |
| train/                  |          |
|    approx_kl            | 0.026416 |
|    clip_fraction        | 0.231    |
|    clip_range           | 0.2      |
|    entropy_loss         | -1.13    |
|    explained_variance   | 0.948    |
|    learning_rate        | 0.0003   |
|    loss                 | 3.47     |
|    n_updates            | 7980     |
|    policy_gradient_loss | -0.0157  |
|    std                  | 0.324    |
|    value_loss           | 7.73     |
--------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 927         |
|    ep_rew_mean          | 222         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 800         |
|    time_elapsed         | 3203        |
|    total_timesteps      | 1638400     |
| train/                  |             |
|    approx_kl            | 0.025415951 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | 0.735       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.4         |
|    n_updates            | 7990        |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.322       |
|    value_loss           | 5.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 928         |
|    ep_rew_mean          | 222         |
| time/                   |             |
|    fps                  | 511         |
|    iterations           | 801         |
|    time_elapsed         | 3208        |
|    total_timesteps      | 1640448     |
| train/                  |             |
|    approx_kl            | 0.025572632 |
|    clip_fraction        | 0.297       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | 0.384       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.19        |
|    n_updates            | 8000        |
|    policy_gradient_loss | -0.0129     |
|    std                  | 0.32        |
